file,sector_code,sector_name,size,mapping_confidence,source_json,rows,sv_mapping_warning,scale_guidance_hash
"EBX_Q_템플릿_IF_인프라_비상장_consultant_safe.xlsx","IF","인프라","비상장","high","EBX_Q_템플릿_IF_인프라_비상장.json","27","no","16007a84588b6437d3f2d4bb86e2fedd74f332b04099d5069f2369c35f9a6be3"
"EBX_Q_템플릿_IF_인프라_중견_consultant_safe.xlsx","IF","인프라","중견","high","EBX_Q_템플릿_IF_인프라_중견.json","27","no","7645f3f46ee786524fb134a6bcb8f5581714c908a1241a3dbfd4068a9b846a24"
"EBX_Q_템플릿_IF_인프라_중소_consultant_safe.xlsx","IF","인프라","중소","high","EBX_Q_템플릿_IF_인프라_중소.json","27","no","d624b5a6bc140b21c55749998f521fcc38169d1ba0b5f4baf4269f42dec1004e"
"EBX_Q_템플릿_RR_재생자원·대체에너지_대기업_consultant_safe.xlsx","RR","재생자원·대체에너지","대기업","high","EBX_Q_템플릿_RR_재생자원·대체에너지_대기업.json","27","no","9a73d047ab7929a39f2405221e917b6eb3e8889d250696b1274dc1ec30ac3fd2"
"EBX_Q_템플릿_RR_재생자원·대체에너지_비상장_consultant_safe.xlsx","RR","재생자원·대체에너지","비상장","high","EBX_Q_템플릿_RR_재생자원·대체에너지_비상장.json","27","no","16007a84588b6437d3f2d4bb86e2fedd74f332b04099d5069f2369c35f9a6be3"
"EBX_Q_템플릿_RR_재생자원·대체에너지_중견_consultant_safe.xlsx","RR","재생자원·대체에너지","중견","high","EBX_Q_템플릿_RR_재생자원·대체에너지_중견.json","27","no","7645f3f46ee786524fb134a6bcb8f5581714c908a1241a3dbfd4068a9b846a24"
"EBX_Q_템플릿_RR_재생자원·대체에너지_중소_consultant_safe.xlsx","RR","재생자원·대체에너지","중소","high","EBX_Q_템플릿_RR_재생자원·대체에너지_중소.json","27","no","d624b5a6bc140b21c55749998f521fcc38169d1ba0b5f4baf4269f42dec1004e"
"EBX_Q_템플릿_RT_자원가공·제조_대기업_consultant_safe.xlsx","RT","자원가공·제조","대기업","high","EBX_Q_템플릿_RT_자원가공·제조_대기업.json","27","no","9a73d047ab7929a39f2405221e917b6eb3e8889d250696b1274dc1ec30ac3fd2"
"EBX_Q_템플릿_RT_자원가공·제조_비상장_consultant_safe.xlsx","RT","자원가공·제조","비상장","high","EBX_Q_템플릿_RT_자원가공·제조_비상장.json","27","no","16007a84588b6437d3f2d4bb86e2fedd74f332b04099d5069f2369c35f9a6be3"
"EBX_Q_템플릿_RT_자원가공·제조_중견_consultant_safe.xlsx","RT","자원가공·제조","중견","high","EBX_Q_템플릿_RT_자원가공·제조_중견.json","27","no","7645f3f46ee786524fb134a6bcb8f5581714c908a1241a3dbfd4068a9b846a24"
"EBX_Q_템플릿_RT_자원가공·제조_중소_consultant_safe.xlsx","RT","자원가공·제조","중소","high","EBX_Q_템플릿_RT_자원가공·제조_중소.json","27","no","d624b5a6bc140b21c55749998f521fcc38169d1ba0b5f4baf4269f42dec1004e"
"EBX_Q_템플릿_SV_서비스_대기업_consultant_safe.xlsx","SV","서비스","대기업","low","EBX_Q_템플릿_SV_서비스_대기업.json","27","yes","9a73d047ab7929a39f2405221e917b6eb3e8889d250696b1274dc1ec30ac3fd2"
"EBX_Q_템플릿_SV_서비스_비상장_consultant_safe.xlsx","SV","서비스","비상장","low","EBX_Q_템플릿_SV_서비스_비상장.json","27","yes","16007a84588b6437d3f2d4bb86e2fedd74f332b04099d5069f2369c35f9a6be3"
"EBX_Q_템플릿_SV_서비스_중견_consultant_safe.xlsx","SV","서비스","중견","low","EBX_Q_템플릿_SV_서비스_중견.json","27","yes","7645f3f46ee786524fb134a6bcb8f5581714c908a1241a3dbfd4068a9b846a24"
"EBX_Q_템플릿_SV_서비스_중소_consultant_safe.xlsx","SV","서비스","중소","low","EBX_Q_템플릿_SV_서비스_중소.json","27","yes","d624b5a6bc140b21c55749998f521fcc38169d1ba0b5f4baf4269f42dec1004e"
"EBX_Q_템플릿_TC_기술·통신_대기업_consultant_safe.xlsx","TC","기술·통신","대기업","high","EBX_Q_템플릿_TC_기술·통신_대기업.json","27","no","9a73d047ab7929a39f2405221e917b6eb3e8889d250696b1274dc1ec30ac3fd2"
"EBX_Q_템플릿_TC_기술·통신_비상장_consultant_safe.xlsx","TC","기술·통신","비상장","high","EBX_Q_템플릿_TC_기술·통신_비상장.json","27","no","16007a84588b6437d3f2d4bb86e2fedd74f332b04099d5069f2369c35f9a6be3"
"EBX_Q_템플릿_TC_기술·통신_중견_consultant_safe.xlsx","TC","기술·통신","중견","high","EBX_Q_템플릿_TC_기술·통신_중견.json","27","no","7645f3f46ee786524fb134a6bcb8f5581714c908a1241a3dbfd4068a9b846a24"
"EBX_Q_템플릿_TC_기술·통신_중소_consultant_safe.xlsx","TC","기술·통신","중소","high","EBX_Q_템플릿_TC_기술·통신_중소.json","27","no","d624b5a6bc140b21c55749998f521fcc38169d1ba0b5f4baf4269f42dec1004e"
"EBX_Q_템플릿_TR_운송_대기업_consultant_safe.xlsx","TR","운송","대기업","high","EBX_Q_템플릿_TR_운송_대기업.json","27","no","9a73d047ab7929a39f2405221e917b6eb3e8889d250696b1274dc1ec30ac3fd2"
"EBX_Q_템플릿_TR_운송_비상장_consultant_safe.xlsx","TR","운송","비상장","high","EBX_Q_템플릿_TR_운송_비상장.json","27","no","16007a84588b6437d3f2d4bb86e2fedd74f332b04099d5069f2369c35f9a6be3"
"EBX_Q_템플릿_TR_운송_중견_consultant_safe.xlsx","TR","운송","중견","high","EBX_Q_템플릿_TR_운송_중견.json","27","no","7645f3f46ee786524fb134a6bcb8f5581714c908a1241a3dbfd4068a9b846a24"
"EBX_Q_템플릿_TR_운송_중소_consultant_safe.xlsx","TR","운송","중소","high","EBX_Q_템플릿_TR_운송_중소.json","27","no","d624b5a6bc140b21c55749998f521fcc38169d1ba0b5f4baf4269f42dec1004e"
